Specimen_no,Field_no,Institution,Locality,Loc_known,Class,Subclass,Order,Suborder,Superfamily,Family,Subfamily,Genus,Species,Type_status,Original_ID,OTU,OTU2,Preservation,Taph_cat,Collected_by,Date_collected,Description,In_ex_situ,References
UALVP55796,DPP.2014.139,UALVP,IE076,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,IE,MEGA,B. Stettner,2014-05-29,Partial right lateral parietal bar,,Examined firsthand
TMP2016.012.0079,,TMP,IE081,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,IE,MEGA,,2016,Right P2 epiparietal,in situ,
TMP2017.012.0105,,TMP,IE088,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,IE,MEGA,,2017,Isolated partial parietal,in situ,
TMP2020.012.0004,,TMP,IE106,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,IE,MEGA,C. Brown,2020,Parietal lateral bar; subadult,,
TMP2019.012.0118,DPP.2019.109,TMP,Q157,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,IE,MEGA,,2019,Partial parietal,in situ,BB023 coordinates likely on file at TMP
ROM 767,,ROM,Q001,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,W. A. Parks,1919,Skull & skeleton,in situ,Parks 1921
ROM UT13,,ROM,Q022,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,L. Sternberg,1934,Skull; in BB060,in situ,
MLP 79.XI.23.2,,MLP,Q033,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,L. Sternberg,1926,skull,in situ,Sternberg 1950
USNM V 8897,,NMNH,Q042,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,C. H. Sternberg,1917,Skull,in situ,Lull 1933
ROM 1426,,ROM,Q044,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,L. Sternberg,1930,Skull & partial skeleton,in situ,Russell 1950
AMNH 5239,,AMNH,Q057,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Monoclonius flexus (holotype),Centrosaurus,Ceratopsids,SK,MEGA,B. Brown,1912,Complete skull,in situ,Brown 1914a; Lull 1933
CMNFV 12229,,CMN,Q081,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,C. M. Sternberg,1921,Skull & partial skeleton,in situ,
CMNFV 347,,CMN,Q083,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,C. H. Sternberg,1913,Skull at Universit� Laval,in situ,Lull 1933
CMNFV 8795,,CMN,Q091,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,C. M. Sternberg,1917,Skull & partial skeleton,in situ,Sternberg 1940
CMNFV 8798,,CMN,Q102,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Centrosaurus dawsoni,Centrosaurus,Ceratopsids,SK,MEGA,C. M. Sternberg,1917,Skull,in situ,Dodson 1971
AMNH 5351,,AMNH,Q105,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Centrosaurus (Monoclonius) nasicornis (holotype),Centrosaurus,Ceratopsids,SK,MEGA,B. Brown,1914,Complete skeleton,in situ,Brown 1917
CMNH 11374,,Carnegie,Q109,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,C. M. Sternberg,1919,Skull & partial skeleton,in situ,Lull 1933
UALVP11735,,UALVP,Q135,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,R. C. Fox; L. Kristalka; A. Lindoe; T. Showalter,1969,Skull,in situ,H. Tyson 1977
UALVP16248,,UALVP,Q136,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,R. C. Fox,1970,Skull & skeleton,in situ,
TMP1980.054.0001,,TMP,Q148,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,P.J. Currie,1980,Skull,in situ,
TMP1982.016.0011,,TMP,Q181,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Monoclonius sp.,Centrosaurus,Ceratopsids,SK,MEGA*,T. Tokaryk,1982,Partial skull; juvenile,in situ,Dodson 1984; Dodson & Currie 1988
TMP1992.082.0001,,TMP,Q204,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,H. Larsson,1992,Skull,in situ,
TMP1994.164.0001,,TMP,Q217,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,W. Sloboda,1994,Skull,in situ,
TMP1997.085.0001,,TMP,Q224,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,K. Kucher,1997,Skull,in situ,
ROM 1427,,ROM,Q231,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,L. Sternberg; J. Rickett; 2 assistants,1927,Skull; 1927 newspaper in quarry; in BB152,in situ,
YPM 2015; AMNH 5341,,YPM;AMNH,Q249,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Monoclonius flexus,Centrosaurus,Ceratopsids,SK,MEGA,B. Brown crew,Summer 1914,Field # 6; B. Brown; skeleton less tail; left hind limb (and skull?) sold to Yale 2015; plaster & burlap; metal cans; Manitoba Free Press (Winnipeg) June 11 1914,in situ,Lull 1933; L. S. Russell 1966
TMP2019.012.0121,,TMP,Q283,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,,,Articulated front of skull; badly weathered,in situ,
UALVP62366,,UALVP,Q284,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,P. J. Currie,2023-06-22,Orbital region to back of skull,in situ,
AMNH 5237,,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Monoclonius,Centrosaurus,Ceratopsids,SK,MEGA,B. Brown,1911,"lower jaw and scapula; from reconnaissance trip - Braun, Osborn, Madison Grant",,L. S. Russell 1966
AMNH 5351,Field#16,AMNH,Little Sandhill Creek,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Monoclonius nasicornus,Centrosaurus,Ceratopsids,SK,MEGA,B. Brown; P. Kaisen,1914,Complete skeleton,,Lull 1933
AMNH 5362,,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus? sp.,,,Centrosaurus,Ceratopsids,SK,MEGA,B. Brown,1914,"no field# ; B. Brown, orbit and horncore, same loc. description as AMNH 5361",,L. S. Russell 1966
AMNH 5377,Field#6,AMNH,Little Sandhill Creek,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Centrosaurus flexus,Centrosaurus,Ceratopsids,SK,MEGA,B. Brown; Johnson,1915,"Field# 6; B. Brown, good skull, smooth median bar; Brown reached camp July 21",,Lull 1933; L. S. Russell 1966
AMNH 5427,Field#24,AMNH,Little Sandhill Creek,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Monoclonius cutleri (holotype),Centrosaurus,Ceratopsids,SK,MEGA,B. Brown; P. Kaisen,1913,Posterior half of skeleton,,Lull 1933; L. S. Russell 1966
AMNH 5429/5430/5443,Field#27,AMNH,Little Sandhill Creek,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Monoclonius sp.,Centrosaurus,Ceratopsids,SK,MEGA,B. Brown; P. Kaisen,1913,Field # 27; posterior thorax and skeleton; Brown in field June 3 - Oct. 1,,Lull 1933; L. S. Russell 1966
AMNH 5442,Field#41,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Monoclonius sp.,Centrosaurus,Ceratopsids,SK,MEGA,B. Brown; P. Kaisen,1913,Skull,,Lull 1933
CMNFV 1173,1173,CMN,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,Monoclonius dawsoni (holotype),Centrosaurus,Ceratopsids,SK,MEGA,L. Lambe,1901-08-15,Partial skull,,Lambe 1902
CMNFV 348,29-1914,CMN,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,C. H. Sternberg,1914,Skull and jaws,,Lull 1933
CMNFV 11839,26-1917 (E),CMN,3 miles SW of mouth of Sand Creek; middle beds,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,C. M. Sternberg,1917-08-20,Frill – juvenile,,
CMNFV 34830,#28-1914,CMN,Deadlodge Canyon,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,G. F. Sternberg,1914,Partial skull,,
CMNFV 971,,CMN,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,Holotype,,Centrosaurus,Ceratopsids,SK,MEGA,L. Lambe,1901-07-26,Frill and nasal horn core; originally part of Monoclonius dawsoni description (Lambe 1902),,Lambe 1904
ROM 4519,,ROM,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,,1919,Skull and partial postcranial skeleton,,Lull 1933
ROM 793,,ROM,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,,1921,"Field# 14; frill, all spines present. found near CQ 239 (Field# 10); L. Sternberg, G. E. Lindblad, 2 assistants, 3.5 months",,L. S. Russell 1966
UALVP47978,,UALVP,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,G. F. Sternberg,1920-08-23,Partial skull; juvenile,,
UALVP47979,G.S. Field#2-20,UALVP,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,Centrosaurus,Centrosaurus apertus,,,Centrosaurus,Ceratopsids,SK,MEGA,G. F. Sternberg,1920-08-23,Skull – incomplete,in situ,
BB221 Ceratopsidae,,UALVP,BB221,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,BB,MEGA,UALVP,2008;2014-2018,Possibly Coronosaurus,in situ,
AMNH 5374,Field#3,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,IE,MEGA,B. Brown; Johnson,1915,Skull frill,,Lull 1933
AMNH 5407,Field#2,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,IE,MEGA,B. Brown; P. Kaisen,1913,Orbital horns,,Lull 1933
AMNH 5410,Field#5,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,IE,MEGA,B. Brown; P. Kaisen,1913,Ilium,,Lull 1933
AMNH 5416,Field#12,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,IE,MEGA,B. Brown; P. Kaisen,1913,Jaw,,Lull 1933
AMNH 5439,Field#38,AMNH,Little Sandhill Creek,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,IE,MEGA,B. Brown; P. Kaisen,1913,Braincase,,Lull 1933
TMP1980.023.0003,,TMP,Q127,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,C. M. Sternberg 1961; P. Harrop; R. Digby; S. Andrews,1958; 1982,Skeleton without skull: originally Display House #3,in situ,
TMP1982.032.0001,,TMP,Q170,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,D. Tanke,1982,Partial skeleton,in situ,
UAD 023,UAD 023,TMP,U023,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,M. Klassen,1982,Limb bones: may be bonebed,,
UAD 046,UAD 046,TMP,U046,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,,,Tibia; fibula; vertebrae; limb bones,,
UAD 138,UAD 138,TMP,U138,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,,,7 caudal vertebrae; articulated,,
UAD 202,TMP U202,TMP,U202,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,,,Small individual. Vertebral column; 6 ribs; distal tibia,,
UAD 221,TMP U221,TMP,U221,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,,,Vertebrae; phalanges; femur,,
UAD 227,TMP U227,TMP,U227,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,,,5 articulated vertebrae; ribs; nasal horn; etc.,,
AMNH 5342,Field#7,AMNH,Little Sandhill Creek,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,B. Brown; P. Kaisen,1914,Partial skull,,Lull 1933
AMNH 5408,Field#3,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,B. Brown; P. Kaisen,1913,Vertebrae,,Lull 1933
AMNH 5415,Field#11,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,B. Brown; P. Kaisen,1913,Field # 11; jaw and max.; Brown in field June3 - Oct. 1,,Lull 1933; L. S. Russell 1966
AMNH 5425,Field#22,AMNH,Little Sandhill Creek,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,B. Brown; P. Kaisen,1913,"Field # 22; skull, top missing; Brown in field June 3 - Oct. 1",,Lull 1933; L. S. Russell 1966
AMNH 5437,Field#36,AMNH,Little Sandhill Creek,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,B. Brown; P. Kaisen,1913,Field # 36; skull; brown in field June 3 - Oct. 1,,Lull 1933; L. S. Russell 1966
UALVP41,Specimen No. 7-21 Sect.1,UALVP,Steveville #19,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,G. F. Sternberg,,Nearly complete mandible cf Centrosaurus,,
UALVP16250,,UALVP,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,,,,,,Ceratopsidae indet,Ceratopsids,SK,MEGA,R. C. Fox,1970,Partial skeleton: formerly listed in our quarry files as BB138 but dropped because of lack of locality information,,
TMP2002.076.0001,,TMP,Q240,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Centrosaurinae,cf Achelousaurus,cf Achelousaurus sp.,,,cf Achelousaurus sp.,Ceratopsids,SK,MEGA,K. Kruger,2000�2003; 2005; 2006,Skull; caudals; ribs; ilia; limb bones; metatarsals; Myledaphus teeth alongside bones,in situ,Ryan et al. 2010
TMP1994.163.0001,PJC-52/94/7/29,TMP,BB102,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus lindoei,,,Champsosaurus lindoei,Other reptiles,SK,AQUA,P.J. Currie,1994,Small partial skull lacking snout tip; 35’ from Q152 and 18’ from Q144,,Gao & Fox 1998
CMNFV 8920,,CMN,Q119,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus lindoei,,Champsosaurus natator,Champsosaurus lindoei,Other reptiles,SK,AQUA,G. E. Lindblad,1953,Skull,,L. Russell 1956; Gao & Fox 1998
UALVP931,,UALVP,Q129,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus lindoei,Holotype,,Champsosaurus lindoei,Other reptiles,SK,AQUA,A. Lindoe,1962,Skull and skeleton,,Gao & Fox 1998
TMP1980.016.0631,,TMP,Q153,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus lindoei,,,Champsosaurus lindoei,Other reptiles,SK,AQUA,L. J. Strong,1980,Partial skull,,Gao & Fox 1998
TMP1987.036.0041,,TMP,Q189,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus lindoei,,,Champsosaurus lindoei,Other reptiles,SK,AQUA,J. McCabe,1987,Skull; partial skeleton,,
UALVP33928,,UALVP,Locality data at UA,N,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus lindoei,,,Champsosaurus lindoei,Other reptiles,SK,AQUA,,,Partial skull lacking snout tip,,Gao & Fox 1998
CMNFV 2785,5-1917,CMN,Not found,N,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus natator,,,Champsosaurus natator,Other reptiles,IE,AQUA,C. M. Sternberg,1917,Right mandible,,Gao & Brinkman 2005
UALVP1937,,UALVP,Coordinates lost,N,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus natator,,,Champsosaurus natator,Other reptiles,IE,AQUA,,,Partial dentary,,Gao & Fox 1998
UALVP47243,,UALVP,BB091A,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus natator,,,Champsosaurus natator,Other reptiles,SK,AQUA,M. James; P.J. Currie,2006-06-15,Near complete skull,,
TMP1981.047.0001,,TMP,Q047,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus natator,Holotype,,Champsosaurus natator,Other reptiles,SK,AQUA,L. Sternberg,1930,Skull & partial skeleton; previously ROM 856,,Parks 1933
AMNH 5354,Field#19,AMNH,Not found,N,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus natator,,,Champsosaurus natator,Other reptiles,SK,AQUA,B. Brown; P. Kaisen,1914,"Field# 19; B. Brown, parts large skeleton",,L. S. Russell 1966
CMNFV 8919,CMS-18-1917,CMN,Not found,N,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus natator,,,Champsosaurus natator,Other reptiles,SK,AQUA,G. E. Lindblad; C. M. Sternberg,1917,Skeleton - incomplete,,Gao & Brinkman 2005
CMNFV 8921,G.E.L 4-1954,CMN,Not found,N,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus natator,,,Champsosaurus natator,Other reptiles,SK,AQUA,G. E. Lindblad,1954-06-19,Skull - incomplete,,Gao & Brinkman 2005
CMNFV 8922,,CMN,Not found,N,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus natator,,,Champsosaurus natator,Other reptiles,SK,AQUA,C. M. Sternberg,1917,Skull - incomplete,,Gao & Brinkman 2005
UALVP33929,,UALVP,Locality data at UA,N,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,Champsosaurus natator,,,Champsosaurus natator,Other reptiles,SK,AQUA,,,Partial skull,,Gao & Fox 1998
UALVP49537,PJC.2008.020,UALVP,IE064,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,,,,Champsosaurus sp.,Other reptiles,IE,AQUA,P.J. Currie,2008-06-19,Partial skull roof,,
TMP1985.067.0003,,TMP,BB055,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,,,,Champsosaurus sp.,Other reptiles,SK,AQUA,,1985,Complete mandible,in situ,
TMP1962.003.0033,,TMP,BB102,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,,,,Champsosaurus sp.,Other reptiles,SK,AQUA,,,Partial skull,,
TMP2000.012.0151,,TMP,IE026,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,,,,Champsosaurus sp.,Other reptiles,SK,AQUA,,2000,Basicranium,,
TMP1982.040.0001,,TMP,Q176,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,,,,Champsosaurus sp.,Other reptiles,SK,AQUA,D. Tanke,1982,Partial skeleton,,
UAD 189,UAD 189,TMP,U189,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,,,,Champsosaurus sp.,Other reptiles,SK,AQUA,,,Associated vertebrae; ribs; limb bones,,
TMP2005.009.0091,,TMP,V065,Y,Sauria,,Choristodera,Neochoristodera,,Champsosauridae,,Champsosaurus,,,,Champsosaurus sp.,Other reptiles,SK,AQUA,,2005,Skeleton – incomplete; cervical-dorsal series,in situ,
TMP2008.012.0001,,TMP,IE060,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Chasmosaurinae,Chasmosaurus,Chasmosaurus belli,,,Chasmosaurus belli,Ceratopsids,IE,MEGA,,2008,Parietal bar,,
CMNFV 491,,CMN,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Chasmosaurinae,Chasmosaurus,Chasmosaurus belli,Holotype,,Chasmosaurus belli,Ceratopsids,IE,MEGA,L. Lambe,1898-08-13,Parietal,,Osborn & Lambe 1902; Lambe 1914a
ROM 843,,ROM,Q019,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Chasmosaurinae,Chasmosaurus,Chasmosaurus belli,,,Chasmosaurus belli,Ceratopsids,SK,MEGA,L. Sternberg,1926,Complete skeleton,in situ,Lull 1933
CMNFV 2245,,CMN,Q037,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Chasmosaurinae,Chasmosaurus,Chasmosaurus belli,Paratype,,Chasmosaurus belli,Ceratopsids,SK,MEGA,C. H. Sternberg,1913,Partial skull & skeleton,in situ,Lambe 1914a; Sternberg 1925
RIO UT31,,RIO,Q049,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Marginocephalia,Ceratopsidae,Chasmosaurinae,Chasmosaurus,Chasmosaurus belli,,,Chasmosaurus belli,Ceratopsids,SK,MEGA,L. Sternberg,1930,Skull,in situ,Russell 1970
